,title,author,main_genre,sub_genre,type,price,rating,num_of_people_rated,autor_api,year_public,isbn,price_euro
6687,Runner's World Big Book of Marathon and,Amby Burfoot,Sports,Athletics & Gymnastics,Paperback,"₹1,299.00",4.5,393.0,Jennifer Van Allen,2013.0,9781609615970,14.5488
6688,THE RACE OF MY LIFE,Rakeysh Omprakash Mehra,Sports,Athletics & Gymnastics,Paperback,₹182.00,4.6,541.0,Milkha Singh,2013.0,9788129129109,2.0383999999999998
6689,The Glute Lab,Bret Contreras,Sports,Athletics & Gymnastics,Hardcover,"₹4,119.00",4.9,5120.0,Tommy Julius PH.D,2021.0,9798719027180,46.132799999999996
6695,Plyometrics,Donald A. Chu,Sports,Athletics & Gymnastics,Paperback,"₹1,722.00",4.6,54.0,Donald A. Chu,1992.0,9780880114431,19.2864
6696,Science of Running,Chris Napier,Sports,Athletics & Gymnastics,Flexibound,"₹1,199.00",4.7,889.0,William P. Edwards,2020.0,9781788017787,13.4288
6702,Triathlon Anatomy,Mark Klion,Sports,Athletics & Gymnastics,Paperback,"₹1,760.00",4.7,19.0,Mark Klion,2012.0,1492588806,19.712
6706,Running With The Kenyans,Adharanand Finn,Sports,Athletics & Gymnastics,Paperback,₹413.69,4.4,2537.0,Adharanand Finn,2012.0,0571274056,4.633328
6710,What Is a Girl Worth?: My Story of Breaking the Silence and Exposing the Truth About Larry Nassar and USA Gymnastics,Rachael Denhollander,Sports,Athletics & Gymnastics,Hardcover,₹175.00,4.8,713.0,Rachael Denhollander,2019.0,9781496441331,1.96
6711,101 Youth Fitness Drills Age 7-11 (101 Drills),John Shepherd,Sports,Athletics & Gymnastics,Paperback,"₹4,309.56",4.5,5.0,John Shepherd,2013.0,9781306728829,48.267072000000006
6713,"Yoga For Men: Build Strength, Improve Performance, Increase Flexibility",Dean Pohlman,Sports,Athletics & Gymnastics,Paperback,₹633.00,4.7,2080.0,Stephen Goeltz,2021.0,9798743740840,7.0896
6720,"Swim, Bike, Run",Alistair Brownlee,Sports,Athletics & Gymnastics,Paperback,₹397.69,4.4,1481.0,Wes Hobson,2001.0,0736032886,4.454128
6723,The Non-Runner's Marathon Trainer,David Whitsett,Sports,Athletics & Gymnastics,Audible Audiobook,"₹1,340.00",4.6,640.0,David A. Whitsett,1998.0,1570281823,15.008
6725,ART OF WRIST SPIN BOWLING,Peter Philpott,Sports,"Bowls, Bowling & Petanque",Paperback,"₹1,549.00",4.3,27.0,Peter Philpott,1995.0,9781852238704,17.3488
6733,The Fast Bowler's Bible,Ian Pont,Sports,"Bowls, Bowling & Petanque",Paperback,"₹1,366.00",4.6,112.0,Ian Pont,2006.0,9781861268518,15.299199999999999
6736,Fast Bowler's Bible,Ian Pont,Sports,"Bowls, Bowling & Petanque",Kindle Edition,₹524.48,4.6,112.0,Ian Pont,2006.0,9781861268518,5.874176
6755,Bowls (Know the Game),English Bowling Association,Sports,"Bowls, Bowling & Petanque",Paperback,₹369.00,4.5,102.0,English Bowling Association & British Crown Green Bowling Association,1987.0,9780713626728,4.1328
6800,Dare Me,Megan Abbott,Sports,Cheerleading,Paperback,₹789.72,3.8,2213.0,Megan E. Abbott,2019.0,1447283694,8.844864
6824,Zen in the Martial Arts,Joe Hyams,Sports,Combat Sports & Self-Defence,Mass Market Paperback,₹406.25,4.7,935.0,Joe Hyams,1984.0,9780553275599,4.55
6828,BRUCE LEE,Matthew Polly,Sports,Combat Sports & Self-Defence,Paperback,₹424.00,4.7,915.0,Bruce Lee,2000.0,9781885096005,4.7488
6829,The Book of Five Rings,Miyamoto Musashi,Sports,Combat Sports & Self-Defence,Hardcover,₹401.00,4.4,4130.0,Steve Kaufman,2001.0,9780804830201,4.4912
6832,Zen in the Martial Arts,Joe Hyams,Sports,Combat Sports & Self-Defence,Kindle Edition,₹264.54,4.7,935.0,Joe Hyams,1984.0,9780553275599,2.962848
6834,Surya Namaskar,Satyananda Saraswati,Sports,Combat Sports & Self-Defence,Paperback,₹70.00,4.6,580.0,Sivananda Swami,1973.0,,0.784
6836,Sports Illustrated Muhammad Ali: The Tribute,Editors of Sports Illustrated,Sports,Combat Sports & Self-Defence,Hardcover,"₹1,448.00",4.6,146.0,SPORTS ILLUSTRATED (SI) MAGAZINE,1942.0,,16.2176
6837,SIX HEALING SOUNDS,Mantak Chia,Sports,Combat Sports & Self-Defence,Paperback,₹344.00,4.6,114.0,Hendrik Santo,2015.0,9781522811787,3.8528
6841,The Book Of Five Rings: Miyamoto Musashi,D E Tarver,Sports,Combat Sports & Self-Defence,Paperback,₹588.00,4.4,313.0,Shortcut Edition,2020.0,9798564459266,6.5856
6845,Martial Arts Champion Bruce Lee,Abhishek Kumar,Sports,Combat Sports & Self-Defence,Paperback,₹100.00,4.3,11.0,Abhishek Kumar,2021.0,8177214071,1.1199999999999999
6850,MUHAMMAD ALI: A MEMOIR,Michael Parkinson,Sports,Combat Sports & Self-Defence,Paperback,₹448.00,4.4,358.0,Muḥammad Kurd ʻAlī,1954.0,,5.0176
6856,The Book of Five Rings,Miyamoto Musashi,Sports,Combat Sports & Self-Defence,Paperback,₹214.00,4.4,20.0,Steve Kaufman,2001.0,9780804830201,2.3968
6858,The Art Of War,Sun Tzu,Sports,Combat Sports & Self-Defence,Kindle Edition,₹173.13,4.3,13535.0,Sun Tzu,1950.0,9685146241,1.939056
6859,Chinese Gung Fu: The Philosophical Art of Self-Defense,Bruce Lee,Sports,Combat Sports & Self-Defence,Paperback,₹642.62,4.7,339.0,Bruce Lee,1988.0,0897501128,7.197344
6861,The Book of Five Rings,Miyamoto Musashi,Sports,Combat Sports & Self-Defence,Paperback,₹579.00,4.4,4130.0,Steve Kaufman,2001.0,9780804830201,6.4848
6864,Karate Terminology,Tom Hill,Sports,Combat Sports & Self-Defence,Kindle Edition,₹136.91,3.6,16.0,B T Milnes,2017.0,1517500915,1.5333919999999999
6865,"Mud, Sweat and Tears",Bear Grylls,Sports,Combat Sports & Self-Defence,Paperback,₹539.00,4.6,2166.0,Bear Grylls,2011.0,055256639X,6.0367999999999995
6867,Zen in the Art of Archery,Eugen Herrigel,Sports,Combat Sports & Self-Defence,Paperback,₹394.69,4.4,1978.0,Eugen Herrigel,1953.0,9780710074836,4.420528
6868,The Book of Five Rings,Miyamoto Musashi,Sports,Combat Sports & Self-Defence,Paperback,₹195.00,4.4,4130.0,Steve Kaufman,2001.0,9780804830201,2.184
6875,PLAYING IT MY WAY,Sachin Tendulkar,Sports,Cricket,Paperback,₹299.00,4.5,5185.0,Sachin Tendulkar,2015.0,9781473605176,3.3487999999999998
6878,The Test of My Life,Yuvraj Singh,Sports,Cricket,Paperback,₹259.00,4.6,935.0,Yuvraj Singh,2013.0,9788184002980,2.9008
6879,SUNNY DAYS,Sunil Gavaskar,Sports,Cricket,Paperback,₹316.00,4.6,187.0,Annie Groves,2009.0,9780007209644,3.5392
6882,Sultan : A Memoir,Wasim Akram,Sports,Cricket,Paperback,₹464.34,4.3,487.0,Michigan Historical Reprint Series,2005.0,1425518974,5.200608
6885,Indian Cricket History 1983-2011,Rajanikanth Muppalla,Sports,Cricket,Kindle Edition,₹199.00,4.6,14.0,Rajanikanth Muppalla,2017.0,9781520508269,2.2288
6890,Miracle Men,Nikhil Naz,Sports,Cricket,Paperback,₹200.00,4.5,139.0,John Dickson Carr,1963.0,,2.2399999999999998
6892,Sultan: A Memoir,Wasim Akram,Sports,Cricket,Audible Audiobook,"₹1,575.00",4.3,487.0,Michigan Historical Reprint Series,2005.0,1425518974,17.64
6897,Driven,Vijay Lokapally,Sports,Cricket,Paperback,₹308.00,4.4,393.0,Rick Warren,1997.0,9780310210740,3.4495999999999998
6902,Believe : What Life and Cricket Taught Me,Raina Suresh With Sundaresan Bharat,Sports,Cricket,Paperback,₹200.00,4.6,1091.0,Bharat Sundaresan,2021.0,0143454331,2.2399999999999998
6914,Rule Book of Games: Cricket,Reatha Bain,Sports,Cricket,Paperback,₹280.00,4.6,7.0,Henry Chadwick,2018.0,9781016749480,3.136
6917,AB: The Autobiography,A B de Villiers,Sports,Cricket,Paperback,₹541.00,4.6,849.0,A B de Villiers,2016.0,1509822577,6.0592
6919,Laws of Cricket,Dr. R. Ambast,Sports,Cricket,Hardcover,₹179.00,3.9,29.0,Marylebone Cricket Club.,1992.0,0715801104,2.0048
6926,It's Not About The Bike: My Journey Back to Life,Lance Armstrong,Sports,Cycling,Paperback,₹389.69,4.4,1008.0,Lance Armstrong,,9780399146114,4.364528
6937,The Man Who Cycled the Americas,Mark Beaumont,Sports,Cycling,Kindle Edition,₹265.06,4.5,278.0,Mark Beaumont,2011.0,1409045080,2.968672
6938,"Swim, Bike, Run",Alistair Brownlee,Sports,Cycling,Paperback,₹397.69,4.4,1481.0,Wes Hobson,2001.0,0736032886,4.454128
6940,Race To Dakar,Charley Boorman,Sports,Cycling,Paperback,₹484.00,4.7,87.0,Charley Boorman,2008.0,9780356244525,5.4208
6942,Every Second Counts,Lance Armstrong,Sports,Cycling,Paperback,₹865.00,3.9,104.0,Lance Armstrong,2010.0,1407064088,9.688
6953,It's Not About The Bike: My Journey Back to Life,Lance Armstrong,Sports,Cycling,Kindle Edition,₹265.06,4.4,1008.0,Lance Armstrong,,9780399146114,2.968672
6960,The Bicycle Artisans,Will Jones,Sports,Cycling,Hardcover,"₹1,443.00",3.9,37.0,Will Jones,2014.0,0500517290,16.1616
6965,Yoga for cycling,Gustavo Ponce,Sports,Cycling,Kindle Edition,₹137.00,5.0,2.0,Anja Brierley Lange,2022.0,9781839972485,1.5344
6975,The Horse Encyclopedia,Elwyn Hartley Edwards,Sports,Equestrian & Animal Sports,Hardcover,"₹1,529.00",4.8,2905.0,Elwyn Hartley Edwards,2016.0,9781465451439,17.1248
6990,In Search of Genghis Khan,Tim Severin,Sports,Equestrian & Animal Sports,Kindle Edition,₹199.00,4.1,145.0,Timothy Severin,1992.0,9780689121340,2.2288
6991,"My Guy Barbaro: A Jockey's Journey Through Love, Triumph, and Heartbreak",Edgar Prado,Sports,Equestrian & Animal Sports,Paperback,"₹1,089.00",4.7,96.0,Edgar Prado,2008.0,9780061464188,12.1968
6994,Knock Down (Francis Thriller),Dick Francis,Sports,Equestrian & Animal Sports,Kindle Edition,₹265.06,4.4,1277.0,Dick Francis,2015.0,9781405926652,2.968672
7014,The All-Around Horse and Rider,Donna Snyder-Smith,Sports,Equestrian & Animal Sports,Kindle Edition,"₹1,393.70",4.3,5.0,Donna Snyder-Smith,2004.0,9780764558382,15.609440000000001
7015,Dead Cert (Francis Thriller),Dick Francis,Sports,Equestrian & Animal Sports,Kindle Edition,₹471.71,4.5,2485.0,Desconocido,,1405944129,5.283151999999999
7024,THE MAN EATING LEOPARD OF RUDRAPRAYAG,Jim Corbett,Sports,Field Sports,Paperback,₹105.00,4.7,1736.0,Jim Corbett,1948.0,,1.176
7025,"Endure: How to Work Hard, Outlast, and Keep Hammering",Cameron Hanes,Sports,Field Sports,Audible Audiobook,₹181.00,4.7,2900.0,ReadingPals,2022.0,9798366841580,2.0272
7027,Zen in the Art of Archery,Eugen Herrigel,Sports,Field Sports,Kindle Edition,₹42.70,4.4,1978.0,Eugen Herrigel,1953.0,9780710074836,0.47824000000000005
7028,The Last White Hunter,Joshua Mathew,Sports,Field Sports,Paperback,₹355.00,4.5,253.0,Donald Anderson,2018.0,9385509128,3.976
7029,Jim Corbett : Man Eaters of Kumaon,Jim Corbett,Sports,Field Sports,Paperback,₹178.00,4.6,2725.0,Jim Corbett,1964.0,,1.9936
7031,THE TIGER ROARS,Kenneth Anderson,Sports,Field Sports,Paperback,₹200.00,4.7,102.0,Kenneth Anderson,1991.0,9788172230067,2.2399999999999998
7033,Nine Man Eaters and One Rogue,Kenneth Anderson,Sports,Field Sports,Paperback,₹214.00,4.6,774.0,"Anderson, Kenneth",1954.0,,2.3968
7034,Zen in the Art of Archery,Eugen Herrigel,Sports,Field Sports,Perfect Paperback,₹141.00,4.4,1978.0,Eugen Herrigel,1953.0,9780710074836,1.5792
7036,Following Fish,Samanth Subramanian,Sports,Field Sports,Paperback,₹206.00,4.2,223.0,Samanth Subramanian,2016.0,1466878738,2.3072
7039,My India,Jim Corbett,Sports,Field Sports,Paperback,₹165.00,4.6,634.0,Jim Corbett,1952.0,9780195623413,1.848
7042,Following Fish,Samanth Subramanian,Sports,Field Sports,Kindle Edition,₹157.34,4.2,223.0,Samanth Subramanian,2016.0,1466878738,1.762208
7043,Zen in the Art of Archery,Eugen Herrigel,Sports,Field Sports,Paperback,₹394.69,4.4,1978.0,Eugen Herrigel,1953.0,9780710074836,4.420528
7055,Wilderness Hunting and Wildcraft,Colonel Townsend Whelen,Sports,Field Sports,Paperback,"₹2,029.00",4.5,42.0,Townsend Whelen,1987.0,0935632468,22.7248
7060,THE OXFORD INDIA ILLUSTRATED CORBETT,Corbett Jim,Sports,Field Sports,Paperback,₹500.00,4.4,19.0,Jim Corbett,2004.0,019566874X,5.6
7073,Dirt Music,Tim Winton,Sports,Field Sports,Paperback,₹868.00,4.2,1231.0,Tim Winton,2001.0,0330490257,9.7216
7074,2022 National Park Foundation Wall Calendar,National Park Foundation,Sports,Hurling,Calendar,"₹1,011.00",4.8,8613.0,National Park Foundation,2021.0,1728231434,11.3232
7126,Leap: Making the jump to take netball to the top of the world,Geva Mentor,Sports,Netball,Paperback,₹549.00,4.6,286.0,Geva Mentor,2019.0,1529373301,6.1488
7152,RUNNING,Ronnie O'Sullivan,Sports,"Pool, Billiards & Snooker",Paperback,₹725.00,4.3,1361.0,Clarissa Pinkola Estés,1982.0,9788440697455,8.12
7157,Complete Book of Snooker Shots,David Horrix,Sports,"Pool, Billiards & Snooker",Kindle Edition,₹524.48,4.3,60.0,David Horrix,2018.0,9781785003578,5.874176
7158,147 Snooker Drills and Exercises,Andrew Highfield,Sports,"Pool, Billiards & Snooker",Kindle Edition,₹419.48,4.4,94.0,Andrew Highfield,2018.0,9781785003554,4.698176
7160,Running: The Autobiography,Ronnie O'Sullivan,Sports,"Pool, Billiards & Snooker",Audible Audiobook,₹569.00,4.3,1361.0,Ronnie O'Sullivan,2013.0,0752898809,6.3728
7162,147 Snooker Drills and Exercises,Andrew Highfield,Sports,"Pool, Billiards & Snooker",Paperback,"₹1,367.00",4.4,94.0,Andrew Highfield,2018.0,9781785003554,15.3104
7166,Running: The Autobiography,Ronnie O'Sullivan,Sports,"Pool, Billiards & Snooker",Kindle Edition,₹488.25,4.3,1361.0,Ronnie O'Sullivan,2013.0,0752898809,5.4684
7171,Play Your Best Pool,Phil Capelle,Sports,"Pool, Billiards & Snooker",Kindle Edition,"₹1,152.00",4.6,177.0,Philip B. Capelle,1995.0,0964920409,12.9024
7176,Me and the Table,Stephen Hendry,Sports,"Pool, Billiards & Snooker",Audible Audiobook,"₹1,252.00",4.4,485.0,Stephen Hendry,2019.0,1789460778,14.0224
7177,Byrne's Treasury of Trick Shots in Pool and Billiards,Robert Byrne,Sports,"Pool, Billiards & Snooker",Paperback,"₹1,938.00",4.4,94.0,"Byrne, Robert",2011.0,161608538X,21.7056
7185,When Dreams Change,Violet Morley,Sports,Softball,Kindle Edition,₹330.00,4.4,230.0,Allie Kay,2018.0,9781723945014,3.696
7229,The Boys in the Boat,Daniel James Brown,Sports,Sporting Events & Organisations,Paperback,₹414.00,4.6,83479.0,Daniel James Brown,2016.0,023076889X,4.6368
7231,The Mixer,Michael Cox,Sports,Sporting Events & Organisations,Paperback,₹377.79,4.6,2226.0,Mwangi Gicheru,1991.0,9966498176,4.231248
7232,LEADING,Alex Ferguson,Sports,Sporting Events & Organisations,Paperback,₹565.00,4.5,2591.0,Brené Brown,2018.0,1984844210,6.328
7233,Mind Master,Viswanathan Susan Anand Ninan,Sports,Sporting Events & Organisations,Paperback,₹339.00,4.6,1158.0,Eric Robertson - undifferentiated,2018.0,1691706639,3.7968
7236,BELONGING,Owen Eastwood,Sports,Sporting Events & Organisations,Paperback,₹699.00,4.6,417.0,Johanna Lindsey,1994.0,1568952139,7.8288
7238,"26 Marathons: What I Learned About Faith, Identity, Running, and Life from My Marathon Career",Meb Keflezighi,Sports,Sporting Events & Organisations,Audible Audiobook,₹879.00,4.6,833.0,Desconocido,,,9.8448
7241,AB: The Autobiography,A B de Villiers,Sports,Sporting Events & Organisations,Paperback,₹541.00,4.6,849.0,A B de Villiers,2016.0,1509822577,6.0592
7242,Thierry Henry: Lonely at the Top,Philippe Auclair,Sports,Sporting Events & Organisations,Paperback,₹461.00,4.3,472.0,Philippe Auclair,2012.0,0230748392,5.1632
7243,Invincible,Amy Lawrence,Sports,Sporting Events & Organisations,Paperback,₹491.00,4.7,733.0,Edgar Rice Burroughs,2019.0,9798479723766,5.4992
7244,89,Amy Lawrence,Sports,Sporting Events & Organisations,Paperback,₹598.69,4.7,216.0,Joan Coles,1998.0,9780893300081,6.705328000000001
7248,Arsene Wenger,JOHN CROSS,Sports,Sporting Events & Organisations,Paperback,₹428.69,4.4,397.0,Xavier Rivoire,2011.0,9781845137533,4.801328
7254,ASK A FOOTBALLER,James Milner,Sports,Sporting Events & Organisations,Paperback,₹939.21,4.5,1906.0,James Milner,2019.0,1529404959,10.519152
7265,The Hitman,Vijay Lokapally,Sports,Sporting Events & Organisations,Paperback,₹337.00,4.5,125.0,Jennifer Crusie,2008.0,9781602850811,3.7744
7268,THE ANATOMY OF LIVERPOOL,Jonathan Wilson,Sports,Sporting Events & Organisations,Paperback,₹935.00,4.4,56.0,Jonathan Wilson,2014.0,1409126927,10.472
7271,A History of Indian Sport Through 100 Artefacts,Boria Majumdar,Sports,Sporting Events & Organisations,Paperback,₹400.00,3.5,14.0,Boria Majumdar,2017.0,9789352644285,4.4799999999999995
7275,Jurgen Klopp,Elmar Neveling,Sports,Sporting Events & Organisations,Paperback,"₹1,231.26",4.6,1681.0,Elmar Neveling,2016.0,3767911310,13.790112
7279,The Inner Game of Tennis,W Timothy Gallwey,Sports,Training & Coaching,Paperback,₹383.00,4.6,7837.0,W. Timothy Gallwey,1984.0,0553273728,4.2896
7280,Open: An Autobiography,Andre Agassi,Sports,Training & Coaching,Kindle Edition,₹250.00,4.6,20621.0,Desconocido,,0007416792,2.8
7282,Bobby Fischer Teaches Chess,Bobby Fischer,Sports,Training & Coaching,Mass Market Paperback,₹311.00,4.1,8833.0,Bobby Fischer,2010.0,9780552673976,3.4832
7283,Breath: The New Science of a Lost Art,James Nestor,Sports,Training & Coaching,Audible Audiobook,₹888.00,4.6,26365.0,Peter Cuomo,2021.0,9798783123795,9.9456
7284,Breath,James Nestor,Sports,Training & Coaching,Paperback,₹600.00,4.6,26363.0,Paul Kalanithi,2016.0,1529110947,6.72
7285,FOOTBALL SKILLS,Ralph Brammer,Sports,Training & Coaching,Paperback,₹294.00,4.1,24.0,NILL,2014.0,9781409583097,3.2928
7286,Essentials Of Physical Education,J Bains,Sports,Training & Coaching,Unknown Binding,₹783.00,4.4,136.0,EDITOR,2006.0,9789702213413,8.7696
7287,Inverting the Pyramid: The History of Football Tactics,Jonathan Wilson,Sports,Training & Coaching,Paperback,₹628.00,4.5,1728.0,Jonathan Wilson,2008.0,9780752889955,7.0336
7289,"Chimp Paradox, The",Prof Steve Peters,Sports,Training & Coaching,Paperback,₹505.00,4.6,17212.0,Steve Peters,2012.0,1448117968,5.656
7291,The Mixer,Michael Cox,Sports,Training & Coaching,Paperback,₹377.79,4.6,2226.0,Mwangi Gicheru,1991.0,9966498176,4.231248
7293,LEADING,Alex Ferguson,Sports,Training & Coaching,Paperback,₹565.00,4.5,2591.0,Brené Brown,2018.0,1984844210,6.328
7294,Mind Master,Viswanathan Susan Anand Ninan,Sports,Training & Coaching,Paperback,₹339.00,4.6,1158.0,Eric Robertson - undifferentiated,2018.0,1691706639,3.7968
7296,"The 4-Hour Body: An Uncommon Guide to Rapid Fat-loss, Incredible Sex and Becoming Superhuman",Timothy Ferriss,Sports,Training & Coaching,Kindle Edition,₹331.55,4.3,7584.0,Timothy Ferriss,2010.0,0594036194,3.71336
7298,The Mamba Mentality,Kobe Bryant,Sports,Training & Coaching,Hardcover,"₹2,740.76",4.8,27628.0,Kobe Bryant,2018.0,9780374201234,30.696512000000002
7299,Pep Guardiola: Another Way of Winning: The Biography,Guillem Balague,Sports,Training & Coaching,Paperback,₹672.00,4.5,687.0,Guillem Balague,2013.0,1409129462,7.5264
7302,Breath: The New Science of a Lost Art,James Nestor,Sports,Training & Coaching,Kindle Edition,₹265.06,4.6,26365.0,Peter Cuomo,2021.0,9798783123795,2.968672
7303,Yoga: Your Home Practice Companion,Sivananda Yoga Vedanta Centre,Sports,Training & Coaching,Hardcover,₹776.00,4.6,693.0,Bibi Linquist,2021.0,9798738239113,8.6912
7307,Ultimate Sports Quiz Book,Derek O'Brien,Sports,Training & Coaching,Paperback,₹194.00,4.1,6.0,Marc Smith,2017.0,1549594052,2.1728
7308,ALEX FERGUSON MY AUTOBIOGRAPHY,Alex Ferguson,Sports,Training & Coaching,Paperback,₹639.00,4.6,6370.0,Desconocido,,1848948638,7.1568
7310,The Marine Corps Martial Arts Program: The Complete Combat System,Unknown,Sports,Training & Coaching,Paperback,₹287.16,5.0,1.0,United States Marine Corps,2013.0,1607965801,3.2161920000000004
7311,BELONGING,Owen Eastwood,Sports,Training & Coaching,Paperback,₹699.00,4.6,417.0,Johanna Lindsey,1994.0,1568952139,7.8288
7314,The TB12 Method,Tom Brady,Sports,Training & Coaching,Paperback,"₹1,627.00",4.4,4413.0,Tom Brady,2017.0,9781501180736,18.2224
7321,"4-Hour Body, The",Timothy Ferriss,Sports,Training & Coaching,Paperback,₹719.00,4.3,7584.0,Timothy Ferriss,2010.0,9781446446881,8.0528
7334,Triathlon Anatomy,Mark Klion,Sports,Triathlon,Paperback,"₹1,760.00",4.7,19.0,Mark Klion,2012.0,1492588806,19.712
7353,The Big Book of Endurance Training and Racing,Philip Maffetone,Sports,Triathlon,Paperback,"₹1,564.00",4.6,948.0,Philip Maffetone,2010.0,9781628731316,17.5168
